fen_board,cp_score
r1bqk2r/p1p2ppp/2n2n2/1p2P3/2Bp4/5N2/PP1N1PPP/R2Q1RK1 w kq - 0 10,0.0733
r1bqkbnr/1pp2pp1/p1np3p/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,0.0081
rnbq1b1r/pp1pkppp/4pn2/2pP4/2P5/2N5/PP2PPPP/R1BQKBNR w KQ - 2 5,0.0372
r2qkbnr/1pp2ppp/p1np4/4p3/B3P1b1/2N2N2/PPPP1PPP/R1BQ1RK1 b kq - 3 6,-0.0157
r1b1kbnr/1p1p1ppp/p1n1p3/8/3NPq2/2N1B3/PPP1BPPP/R2QK2R w KQkq - 2 8,0.1399
r2qkb1r/pp2pppp/2n2n2/3p4/3P1Bb1/2PB3P/PP3PP1/RN1QK1NR b KQkq - 0 7,-0.1012
r1bqkbnr/pp2pppp/2n5/3p4/3P2P1/3B4/PPP2P1P/RNBQK1NR b KQkq - 0 5,-0.029
rnbqkb1r/pp3ppp/3p1n2/2pP4/8/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 6,0.0072
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N4P/PPP2PP1/R1BQKBNR b KQkq - 0 4,-0.0075
rn1qkb1r/4pppp/b2p1n2/2pP4/8/2N5/PPQ1PPPP/R1B1KBNR b KQkq - 1 7,0.0
r1bqr1k1/p2nbppp/2p2n2/1p1p2B1/3P4/2NBPN2/PPQ2PPP/R4RK1 w - - 0 11,0.0101
rn1qkb1r/1b3ppp/p2pp3/1p6/3Nn3/1BN5/PPP2PPP/R1BQR1K1 w kq - 0 10,0.0819
r1bqkb1r/1ppp1ppp/p1n5/4p3/B2P4/5N2/PPPn1PPP/RNBQ1RK1 w kq - 1 7,0.0549
rnbqkbnr/pp1ppppp/2p5/8/4PP2/8/PPPP2PP/RNBQKBNR b KQkq - 0 2,-0.0021
rnbqk2r/pp3pbp/3p1np1/2pP4/4P3/2N2N2/PP2QPPP/R1B1KB1R b KQkq - 3 8,-0.0048
rnbqk1nr/ppp2ppp/8/8/1bBpP3/5N2/PP1Q1PPP/RNB1K2R b KQkq - 2 6,-0.0985
rn1qkb1r/pp2pppp/5n2/3p4/3P2b1/1QN1P3/PP3PPP/R1B1KBNR w KQkq - 2 7,0.0203
rnb2rk1/pppqnppp/4p3/3pP3/1b1P4/2NB1N2/PPP2PPP/R1BQK2R w KQ - 5 7,0.0834
r1bqkbnr/1p1ppppp/2n5/p7/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5,0.0222
r1bqkb1r/2pp1ppp/p1n5/1p2p3/B2Pn3/8/PPP2PPP/RNBQNRK1 b kq - 1 7,-0.0501
r1bqkbnr/pp2pppp/2np4/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 2 7,0.0194
r1bqk2r/ppp2ppp/2n2n2/8/2BpP2N/8/PP1N1PPP/R2Q1RK1 b kq - 4 9,-0.0119
r1bq3r/ppp1kppp/2n2n2/4P3/2Bp4/5N2/PP1N1PPP/R2Q1RK1 w - - 1 10,0.0588
rnbqkb1r/pppp2pp/3n4/5p2/2BQ4/5N2/PPP2PPP/RNB2RK1 w kq - 0 7,0.1061
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,0.0064
rnbqkb1r/pppp1ppp/4pn2/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.016
r1bqk2r/ppp2ppp/2n2n2/8/2BpP3/5N2/PP3PPP/RN1Q1RK1 b kq - 4 9,-0.0132
rnbqkb1r/ppp1pppp/8/3n4/3P4/4B3/PP2PPPP/RN1QKBNR b KQkq - 1 4,-0.0196
r2q1rk1/2p1bp1p/p2p1np1/np2P3/4P1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 0 12,0.0546
r2qkb1r/pp1bpppp/5n2/n2p4/Q2P1B2/2PB3P/PP3PP1/RN2K1NR b KQkq - 0 9,-0.1326
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N1P3/PPQ2PPP/R3KBNR b KQkq - 0 7,-0.0014
r1bqk1nr/pp1pppbp/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 2 6,0.0055
rn1qkb1r/1b3pp1/p2ppn1p/1p6/3NP3/1BN5/PPP2PPP/R1BQR1K1 w kq - 0 10,0.0172
r1bqkbnr/1pp2ppp/p1np4/4p1N1/B3P3/8/PPPP1PPP/RNBQK2R b KQkq - 1 5,-0.0491
rn1q1rk1/4ppbp/b2p1np1/2pP4/3Q4/2N2NP1/PP2PPBP/R1B1K2R b KQ - 4 10,-0.1299
rnbqkb1r/p2p1ppp/1p2pn2/2pP4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,0.0186
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/3P1N2/PPP2PPP/RNBQ1RK1 b kq - 0 6,0.0
rn1qk2r/4ppbp/b2p1np1/2pP4/8/1QN2NP1/PP2PP1P/R1B1KB1R b KQkq - 2 9,0.0028
rnbqk2r/pppp1ppp/4pn2/8/1bPP4/2N5/PP1KPPPP/R1BQ1BNR b kq - 3 4,-0.0327
r1bqkbnr/1pp2ppp/p1np4/4p3/B3P3/1P3N2/P1PP1PPP/RNBQK2R b KQkq - 0 5,-0.0402
rn1qkb1r/pb1p1ppp/1p2pn2/2p5/2PP4/N4NP1/PP2PPBP/R1BQK2R b KQkq - 1 6,-0.007
rnbqk2r/pp1p1ppp/4pn2/2p5/1bPP4/2N5/PPQ1PPPP/R1B1KBNR w KQkq - 0 5,0.0062
rnbq1bnr/ppp1kppp/8/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R w KQ - 2 5,0.0475
r1bqk1nr/pp1pppbp/2n3p1/8/3NP3/2NQ4/PPP2PPP/R1B1KB1R b KQkq - 3 6,-0.0458
rn1qkbnr/3ppppp/b7/2pP4/8/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 7,0.0173
rnb1kb1r/pp3ppp/1qp2n2/3p2B1/3P4/2N5/PPQ1PPPP/R3KBNR w KQkq - 2 7,0.013
r1b1kbnr/pp1p1ppp/2n1p3/8/3NP2q/2N5/PPP2PPP/R1BQKB1R w KQkq - 2 6,0.0235
r2qkb1r/pp1bpppp/5n2/n2p4/Q2P1B2/2PB1N2/PP3PPP/RN2K2R b KQkq - 8 9,-0.1323
rn1q1rk1/4ppbp/b2p1np1/2pP4/4P3/2N2NP1/PP3PBP/R1BQK2R b KQ - 0 10,-0.0109
r2qkb1r/1b3ppp/p1nppn2/1p6/3NP3/1BN5/PPP2PPP/R1BQR1K1 w kq - 4 10,0.0101
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N5/PP2PPPP/1RBQKBNR b Kkq - 3 4,-0.0066
rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 3 4,-0.0124
r1b1kbnr/pp1p1ppp/2nqp3/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 4 7,0.0188
r1bqkb1r/pp2pppp/2np1n2/1N6/3NP3/8/PPP2PPP/R1BQKB1R b KQkq - 1 6,-0.0168
rnbqk2r/pp3pbp/3p1np1/2pP4/3QP3/2N2N2/PP3PPP/R1B1KB1R b KQkq - 3 8,-0.1422
rn2kb1r/pp2pppp/1qp2n2/3P1b2/3P4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 1 6,0.0143
r2q1rk1/3nppbp/b2p1npB/2pP4/8/2N2NP1/PP2PPBP/R2Q1RK1 b - - 6 11,-0.0485
rnbqkbnr/ppp2ppp/3p4/4p3/4P3/P4N2/1PPP1PPP/RNBQKB1R b KQkq - 0 3,-0.0014
rn1qkbnr/ppp1pppp/8/3p4/6b1/2N5/PPPPPPBP/R1BQK1NR b KQkq - 1 3,-0.0248
r1bqkbnr/pp1ppp1p/6p1/8/1n1NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 2 6,0.015
rn1qk1nr/ppp1bppp/3p4/4p3/2BPP3/5N1b/PPP2PPP/RNBQK2R w KQkq - 1 5,0.0573
rnbqkb1r/pppp1ppp/5n2/4p3/2P1P3/5N2/PP1P1PPP/RNBQKB1R b KQkq - 0 3,-0.0081
r1bqkbnr/pppp1ppp/n7/4p3/2B1P3/8/PPPP1PPP/RNBQK1NR w KQkq - 2 3,0.0196
r1bqk2r/ppp2ppp/2n5/4P3/2Bp2n1/5N2/PP1N1PPP/2RQ1RK1 b kq - 2 10,-0.0025
rn1qk2r/1b2bppp/p2ppn2/1p6/3NP3/1BN5/PPP1QPPP/R1B1R1K1 b kq - 5 10,-0.0023
r1bqkb1r/ppp1pppp/2n2n2/8/3PP3/2N5/PP3PPP/R1BQKBNR w KQkq - 3 6,0.0347
rnbqkbnr/ppppp1pp/8/5p2/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,0.0082
r1q2rk1/2p1bppp/p2p1n2/np2P3/4P1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 1 12,0.0493
r1bqnrk1/pp1pppbp/6p1/n3P3/3N4/1BN5/PPP2PPP/R1BQK2R b KQ - 2 10,-0.0126
r1bq1rk1/1pp1ppbp/2np1np1/p7/2PPP3/2N1BP2/PP4PP/R1NQKB1R w KQ - 0 9,0.0072
rn1qk1nr/ppp2ppp/8/8/2BpP3/5N1b/PP1N1PPP/R2QK2R w KQkq - 1 8,0.0583
r1b1kbnr/ppqp1ppp/4p3/8/1n1NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 4 7,0.0187
rnbqkb1r/p1pp1ppp/3n4/1p6/2BQ4/5N2/PPP2PPP/RNB2RK1 w kq - 0 7,0.0987
rnbqkb1r/p2ppppp/5n2/1ppP4/2P2P2/8/PP2P1PP/RNBQKBNR b KQkq - 0 4,-0.0038
rnbqkbnr/ppp2ppp/4p3/3p4/2PP1P2/8/PP2P1PP/RNBQKBNR b KQkq - 0 3,-0.0075
rnbqkr2/ppppppbp/5np1/8/2PPP3/2N5/PP3PPP/R1BQKBNR w KQq - 1 5,0.0254
rnbqkb1r/p1pp1ppp/1p2pn2/8/2PP4/5N2/PP1NPPPP/R1BQKB1R b KQkq - 1 4,-0.0023
r1bq1bnr/ppppkppp/2n5/1B2p3/4P3/5N2/PPPP1PPP/RNBQK2R w KQ - 4 4,0.0274
rnbqk2r/pp3p1p/3p1npb/2pP4/4P3/2N2N2/PP3PPP/R1BQKB1R w KQkq - 2 8,0.0747
rnb1kbnr/pppq1ppp/8/4p3/2pPP3/5N2/PP3PPP/RNBQKB1R w KQkq - 2 5,0.0376
rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/2N1P3/PP1K1PPP/R1BQ1BNR b kq - 2 5,-0.017
rnbqk2r/ppppbppp/3n4/8/2BQ4/5N2/PPP2PPP/RNB2RK1 w kq - 3 7,0.0737
r1bq1rk1/ppp2pbp/2nppnp1/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ - 0 8,0.0082
r1bqr1k1/pp1nbppp/2p2n2/3p2B1/3P4/2N1PN2/PPQ1BPPP/R3K2R b KQ - 6 10,-0.0037
rnbqk2r/ppppppbp/5np1/8/2PP1P2/2N5/PP2P1PP/R1BQKBNR b KQkq - 0 4,-0.005
r1bqk1nr/pppnbppp/3pN3/8/2B1P3/8/PPP2PPP/RNBQK2R b KQkq - 2 6,-0.0374
rq3rk1/2p1bppp/p2p1n2/np2P3/4P1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 1 12,0.0515
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N2P2/PP2P1PP/R1BQKBNR b KQkq - 0 5,-0.0152
r1bqkbnr/pp1ppppp/8/2p5/1n1PP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 4,0.0271
rnbqkbnr/ppp2p1p/4p3/3p2p1/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 4,0.0232
rn1qkb1r/3ppppp/b7/2pP4/4n3/2N5/PP2PPPP/R1BQKBNR w KQkq - 2 7,0.0586
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/4B3/PP2PPPP/RN1QKBNR b KQkq - 2 3,-0.0105
2bqkb1r/rppp1ppp/p1n5/4p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 w k - 1 7,0.0336
rnbqkb1r/p1pp1ppp/1p1n4/8/2BQ4/5N2/PPP2PPP/RNB2RK1 w kq - 0 7,0.0963
rnbqkb1r/pp2pppp/2Np1n2/8/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 2 5,-0.0527
r2q1rk1/2p1bppp/p2p1n2/np2p3/3PP1bN/1BP1B3/PP3PPP/RN1QR1K1 b - - 4 11,-0.0976
r1bqk1nr/pppnbppp/3p4/8/2BNP3/2N5/PPP2PPP/R1BQK2R b KQkq - 2 6,0.0024
rnbqkbnr/1ppp1ppp/p3p3/8/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3,0.0097
r2qkbnr/ppp1pp1p/3p2p1/3Pn3/4P1bP/2N2N2/PPP2PP1/R1BQKB1R b KQkq - 0 6,0.0
r1bqkbnr/ppp1pppp/2np4/8/3PP3/N7/PPP2PPP/R1BQKBNR b KQkq - 1 3,0.0015
r1bqr1k1/pp1nbppB/2p2n2/3p2B1/3P4/2N1PN2/PPQ2PPP/R3K2R b KQ - 0 10,-0.0417
rnbq1rk1/ppp1nppp/4p3/3pP3/1b1P4/2NB2P1/PPP2P1P/R1BQK1NR b KQ - 0 6,-0.0109
r2qkbnr/ppp1pp1p/3p2p1/3Pn3/3QP1b1/2N2N2/PPP2PPP/R1B1KB1R b KQkq - 2 6,-0.001
rnbqkb1r/5ppp/p2ppn2/1p6/2BNP3/2N4P/PPP2PP1/R1BQ1RK1 b kq - 0 8,-0.0488
r1bqkbnr/pppppppp/8/4n3/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.0579
r1bq1rk1/ppp1ppbp/2np1np1/8/N1PPP3/4BP2/PP4PP/R2QKBNR b KQ - 4 7,-0.0079
r1bq1rk1/ppp1ppbp/3p1np1/8/1nPPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ - 5 8,0.012
rnbqkb1r/ppp1pppp/5n2/8/3PP3/8/PP3PPP/RNBQKBNR w KQkq - 1 5,0.0116
r2q1rk1/2p1bppp/p2p1P2/1p6/4P1b1/1nP1BN2/PP3PPP/RN1QR1K1 b - - 0 12,0.0138
rnbqkbnr/pppp1ppp/4p3/8/4P3/5P2/PPPP2PP/RNBQKBNR b KQkq - 0 2,-0.0116
rnbq1rk1/pp3pbp/3p1np1/2pP4/4P3/2N1BN2/PP2BPPP/R2QK2R b KQ - 5 9,0.0068
rnbq2nr/pppkbppp/3p4/4p3/2BPP3/5N2/PPP2PPP/RNBQK2R w KQ - 1 5,0.0444
r1bqk1nr/pp1pppbp/2n3p1/8/3NP1Q1/2N5/PPP2PPP/R1B1KB1R b KQkq - 3 6,-0.0505
r1bqkb1r/pp1p1ppp/2n1pn2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,0.0046
r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQK1R1 b Qkq - 3 5,-0.0188
r1b1qrk1/1pp1ppbp/p1np1np1/8/2PPP3/2N1BP2/PP4PP/R1NQKB1R w KQ - 2 9,0.0135
r1bq1rk1/pp1nbppp/2p2n2/3p2B1/3P4/1QNBP3/PP3PPP/R3K1NR b KQ - 4 9,-0.0054
rnbqkb1r/ppp2ppp/5n2/3p4/3P4/2N1P3/PP3PPP/R1BQKBNR b KQkq - 0 5,-0.0036
rnbqkb1r/ppp3pp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKB1R w KQ - 1 6,0.0077
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1R1K b kq - 5 6,-0.0072
r1bqk2r/1pppbppp/p1n2n2/4p3/B3P3/1P3N2/P1PP1PPP/RNBQ1RK1 b kq - 0 6,-0.0393
rnbqkb1r/ppp2ppp/4pn2/3p4/2PP4/2N1B3/PP2PPPP/R2QKBNR b KQkq - 3 4,-0.0128
rn1qkb1r/pp2pppp/5n2/3p1b2/1P1P4/2N1P3/P4PPP/R1BQKBNR b KQkq - 0 6,-0.0105
rn2kb1r/pp2pppp/1qP5/8/4n1b1/1Q6/PP1PPPBP/RNB1K1NR w KQkq - 1 7,0.0637
rnbqk1nr/ppp2ppp/4p3/3p4/1b1PP3/2N1B3/PPP2PPP/R2QKBNR b KQkq - 3 4,0.0
rnbqkbnr/pppp1ppp/4p3/8/4P1P1/8/PPPP1P1P/RNBQKBNR b KQkq - 0 2,-0.0124
r1bqrnk1/pp2bp1p/B1p2np1/3p2B1/3P4/2N1PN2/PPQ2PPP/1R3RK1 b - - 1 12,-0.0403
r1bqnr2/pp1ppkbp/4N3/n3P1p1/8/2N1B3/PPP2PPP/R2QK2R w KQ - 0 12,0.1461
r1bqk2r/2ppbppp/2n2n2/pp2p3/4P3/1B3N2/PPPP1PPP/RNBQR1K1 w kq - 0 8,0.0116
rnbqkb1r/pppp1ppp/8/2n5/2BQ4/5N2/PPP2PPP/RNB1K2R w KQkq - 1 6,0.001
r2q1rk1/2p1bppp/p2p1n2/np2p3/3PP1b1/1BP1BN2/PP3PPP/RN1QR1K1 w - - 3 11,0.006
rn2qrk1/4ppbp/b2p1np1/2pP4/8/2N2NP1/PP2PPBP/R1BQ1RK1 w - - 5 11,0.0149
rn1qkb1r/4pppp/b2p4/2pP3n/8/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 8,0.0194
r2qkb1r/1p1bpppp/p4n2/n2p4/3P1B2/2PB4/PPQ2PPP/RN2K1NR w KQkq - 0 10,0.0083
r1bqkbnr/pppppppp/2n5/8/4P3/2P5/PP1P1PPP/RNBQKBNR b KQkq - 0 2,-0.0068
r2qkb1r/pp2pppp/2n2n2/3p2B1/3P2b1/2PB4/PP3PPP/RN1QK1NR b KQkq - 4 7,-0.1018
rnbqkb1r/1p2pppp/p2p1n2/8/N2NP3/8/PPP2PPP/R1BQKB1R b KQkq - 1 6,-0.0175
r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP2P/2N5/PPP1BPP1/R1BQK2R b KQkq - 0 7,-0.0038
rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/2N1P3/PP2KPPP/R1BQ1BNR b kq - 1 6,-0.0148
rnbqk1nr/pppp1ppp/4p3/8/1b1PP3/8/PPP2PPP/RNBQKBNR w KQkq - 1 3,0.0155
rn1qkb1r/3ppppp/b4n2/2pP2B1/8/8/PP2PPPP/RN1QKBNR b KQkq - 1 6,0.0018
r1b1kb1r/1pqpnppp/p1n1p3/8/3NP3/2N1B2P/PPP1BPP1/R2QK2R b KQkq - 0 8,0.0068
rn1q1bnr/pp1kpppp/2p5/3P4/6b1/8/PP1PPPBP/RNBQK1NR w KQ - 1 5,0.0214
rnb1kb1r/1p2pppp/p2p1n2/q7/2BNP3/2N5/PPP2PPP/R1BQK2R w KQkq - 2 7,0.0093
r1bq1rk1/ppp1ppbp/2np1np1/3N4/2PPP3/4BP2/PP4PP/R2QKBNR b KQ - 4 7,-0.0073
rn1q1b1r/pppb1kpp/3p1n2/8/3PP3/8/PPP2PPP/RNBQKB1R w KQ - 1 6,0.011
r1bqkbnr/pppp1ppp/2n5/4p3/4P3/5N1P/PPPP1PP1/RNBQKB1R b KQkq - 0 3,-0.0027
rnbqk2r/pp1n1pbp/3p2p1/2pP4/4P3/2N2N2/PP2BPPP/R1BQK2R w KQkq - 4 9,0.022
rnbq1rk1/1ppp1ppp/4pn2/p7/1bPP4/P1N5/1PQ1PPPP/R1B1KBNR w KQ - 0 6,0.0421
r1bq1rk1/p2pppbp/2n2np1/1p6/3NP3/1BN1B3/PPP2PPP/R2QK2R w KQ - 0 9,0.0147
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PPQ2PPP/R1B1KBNR b KQkq - 1 5,-0.0024
r1bqnrk1/ppp1ppbp/2np2p1/8/2PPP3/2N1BP2/PP2N1PP/R2QKB1R w KQ - 5 8,0.0135
r1bq1rk1/pppnnppp/4p3/3pP3/1b1P4/2N2N2/PPP1BPPP/R1BQK2R b KQ - 6 7,-0.0099
r1bqkb1r/2pp1ppp/p1n2n2/1p2p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,0.0083
r1b1kbnr/1pqp1ppp/p1n1p3/8/N2NP3/8/PPP1BPPP/R1BQK2R b KQkq - 1 7,-0.0113
rnbq2nr/ppp1kppp/8/8/2BpP3/5N2/PP1N1PPP/R2QK2R w KQ - 1 8,0.0237
r1bqk1nr/pp1pppbp/2n3p1/3N4/3NP3/8/PPP2PPP/R1BQKB1R b KQkq - 3 6,-0.0459
r2q1rk1/2pbbppp/p2p1n2/np2P3/4P3/1BP1BN2/PP3PPP/RN1QR1K1 w - - 1 12,0.0503
rn2kb1r/1p2pppp/pqP2n2/8/6b1/1Q6/PP1PPPBP/RNB1K1NR w KQkq - 0 7,0.199
r1b1kbnr/1pqp1ppp/p1n1p3/8/1P1NP3/2N5/P1P1BPPP/R1BQK2R b KQkq - 0 7,-0.0449
r2qkb1r/ppp1pp1p/2np1np1/3P4/4P1b1/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 6,0.0424
r1bqkbnr/pp1ppppp/2n5/8/2pPP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,0.0333
rn1qkb1r/pbpp1ppp/1p2pn2/8/2PP4/6P1/PP2PP1P/RNBQKBNR b KQkq - 2 5,-0.0532
rnbqk2r/ppp2ppp/4pn2/3pP3/1b1P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 1 5,0.0398
r1bqr1k1/pp1nbppp/2p5/3p2B1/3P2n1/2NBPN2/PPQ2PPP/R4RK1 w - - 7 11,0.0225
r1bq1rk1/1pp1ppbp/p1np1np1/8/2PPP3/2N1BP2/PP2NKPP/R2Q1B1R b - - 1 8,-0.001
rn2kb1r/pp2pppp/1Qp2n2/3P4/6b1/8/PP1PPPBP/RNB1K1NR b KQkq - 0 6,-0.0061
r1bq1rk1/pp1pppbp/2n2np1/8/2BNP3/2N1B3/PPPK1PPP/R2Q3R b - - 7 8,-0.0373
r2q1rk1/2p1bppp/p2p1n2/np2p3/P2PP1b1/1BP1BN2/1P3PPP/RN1QR1K1 b - - 0 11,-0.0116
rnbqkbnr/p1p1pppp/1p6/3p4/2PP4/8/PP2PPPP/RNBQKBNR w KQkq - 0 3,0.0154
rnbqk1nr/ppp2ppp/3b4/8/2BpP3/5N2/PP3PPP/RNBQK2R w KQkq - 1 6,0.0177
rnbqkb1r/pp1p1ppp/5n2/2pp4/2P5/2N3P1/PP2PP1P/R1BQKBNR b KQkq - 0 5,-0.0191
rnbqk1nr/ppp2ppp/3b4/8/2BpP3/5N2/PP1B1PPP/RN1QK2R w KQkq - 3 7,0.0206
rn1q1b1r/pp1kpppp/2p2n2/3P1b2/3P4/2N1P3/PP3PPP/R1BQKBNR w KQ - 1 6,0.0391
rnbqkbnr/ppp1pppp/8/3p4/3P4/4B3/PPP1PPPP/RN1QKBNR b KQkq - 1 2,-0.0056
rnbqkb1r/pp2ppp1/2p2n2/3p3p/2PP4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 5,0.012
rnbqkb1r/pp1p1ppp/4pn2/2pP4/2P5/7P/PP2PPP1/RNBQKBNR b KQkq - 0 4,-0.0022
r1b1kb1r/ppqp1ppp/2n1pn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 4 7,0.0077
r1b1kb1r/ppq1pppp/2n2n2/3p4/3P1B2/2PB4/PP3PPP/RN1QK1NR w KQkq - 3 7,0.1358
rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP1NPPPP/R1BQKBNR b KQkq - 2 3,-0.0037
r1bqkbnr/ppp2ppp/2n1p3/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR w KQkq - 2 4,0.0112
r4rk1/3nppbp/bq1p1np1/2pP4/8/2N2NP1/PP1BPPBP/R2QR1K1 b - - 8 12,-0.0104
rn1q1rk1/4ppbp/b2p1np1/1NpP4/8/5NP1/PP2PPBP/R1BQK2R b KQ - 4 10,-0.0511
rnbqkb1r/pp1p1ppp/4Pn2/2p5/2P5/8/PP2PPPP/RNBQKBNR b KQkq - 0 4,-0.0058
r1bq1rk1/1pp1ppbp/p1np1np1/8/2PPP3/2N1BP2/PP1QN1PP/R3KB1R b KQ - 1 8,0.0013
r1bqkbnr/pp1ppppp/8/8/1n1NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,0.016
r1bqrnk1/pp2bp1p/2p2np1/3p2B1/3PN3/3BPN2/PPQ2PPP/1R3RK1 b - - 1 12,-0.0874
r1bq1rk1/2p2pbp/ppnp1np1/3Pp3/2P1P3/2N1BP2/PP4PP/R1NQKB1R w KQ - 0 10,0.0503
r1bqkb1r/1pppnppp/p7/4p3/B2Pn3/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 7,0.0243
rnbqk2r/ppp1ppbp/3p1np1/8/2PPP3/2N5/PP2QPPP/R1B1KBNR b KQkq - 1 5,-0.0034
r1bqkb1r/pp2pppp/2n2n2/3p4/3P1B2/1QPB4/PP3PPP/RN2K1NR w KQkq - 5 8,0.0075
rn1qk2r/1b2bppp/p2pBn2/1p6/3NP3/2N5/PPP2PPP/R1BQR1K1 b kq - 0 10,0.0194
rn1qkb1r/pp2pppp/2p5/3n1b2/3P4/2N1P3/PP3PPP/R1BQKBNR w KQkq - 0 6,0.0103
rn1qk2r/4ppbp/b2p1np1/2pP4/4N3/5NP1/PP2PP1P/R1BQKB1R b KQkq - 2 9,-0.0169
r1bq1rk1/pp1pppbp/5np1/n7/3NP3/1BN1B3/PPPK1PPP/R2Q3R b - - 9 9,-0.0272
rnbqkb1r/p1pp1ppp/1p2pn2/8/Q1PP4/5N2/PP2PPPP/RNB1KB1R b KQkq - 1 4,-0.0058
r1bqk1nr/pppnbppp/3p4/8/2BNP3/8/PPPK1PPP/RNBQ3R b kq - 2 6,-0.0226
r2qkb1r/pp3ppp/2b1pn2/n2p4/3P1B2/2PB1N2/PPQ2PPP/RN2K2R w KQkq - 2 11,0.0165
rnbq1bnr/pp1kpppp/8/3p4/3P4/3B4/PPP2PPP/RNBQK1NR w KQ - 2 5,0.0256
rnbqk1nr/ppp1bp1p/3p4/6p1/2BNP3/8/PPP2PPP/RNBQK2R w KQkq - 0 6,0.0642
rnbqkb1r/pp3ppp/3ppn2/2pP4/2P5/2N5/PP2PPPP/R1BQKBNR w KQkq - 0 5,0.0162
r1bqkb1r/1ppp1ppp/p1n5/4p3/B3n3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 0 6,0.0098
r1bqnrk1/pp1pp1bp/4N1p1/n3P3/8/2N1B3/PPP2PPP/R2QK2R w KQ - 2 12,0.0992
rnbqk2r/pp2bppp/2p2n2/3p2B1/3P4/2N5/PPQ1PPPP/1R2KBNR b Kkq - 3 7,-0.0056
r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/8/PPP2PPP/RNBQKBR1 b Qkq - 1 5,-0.0149
r1bqnr2/pp1ppkbp/6p1/n3P1B1/3N4/2N5/PPP2PPP/R2QK2R b KQ - 1 11,-0.0447
rn1qkb1r/pp1bpppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 3 6,0.0087
r1bqkb1r/pp2pppp/2n2n1B/3p4/3P4/2PB4/PP3PPP/RN1QK1NR b KQkq - 2 6,-0.0475
